Product ID,Product Name,Date of Purchase,Order Status,Store Location,Quantity,Price,Category
1249,Skincare Cream,2023-09-06,Delivered,"Nguyenchester, VT",98,239.83,Health & Beauty
1250,Fitbit Charge,2023-09-07,Cancelled,"Schultzview, VT",5,402.46,Electronics
1251,Running Shoes,2023-09-08,Delivered,"Jacksonton, MT",27,98.28,Sports & Outdoors
1252,Amazon Echo,2023-09-09,Shipped,"Stephaniebury, VA",87,63.83,Electronics
1253,Fiction Book,2023-09-10,Pending,"New Benjaminmouth, UT",78,443.01,Books
1254,Instant Pot,2023-09-11,Delivered,"Kaylabury, UT",79,178.04,Home Appliances
1255,Xbox Series X,2023-09-12,Cancelled,"New Maria, WV",43,345.1,Electronics
1256,Oculus Quest 2,2023-09-13,Delivered,"Jamesside, NJ",97,22.42,Electronics
1257,Fiction Book,2023-09-14,Cancelled,"New Carolhaven, MA",31,348.12,Books
1258,Bose Headphones,2023-09-15,Shipped,"Dorisbury, NH",99,164.89,Electronics
1259,Men's T-shirt,2023-09-16,Delivered,"New Michelefort, OK",17,37.31,Clothing & Accessories
1260,Oculus Quest 2,2023-09-17,Shipped,"West Robert, ME",92,308.81,Electronics
1261,GoPro Hero 9,2023-09-18,Pending,"Port Lisa, KY",83,127.99,Electronics
1262,Nintendo Switch,2023-09-19,Cancelled,"West Yolanda, FM",54,199.54,Electronics
1263,Oculus Quest 2,2023-09-20,Cancelled,"Timothystad, DC",62,49.48,Electronics
1264,MacBook Pro,2023-09-21,Shipped,"Port Nicolestad, FM",87,82.11,Electronics
1265,Instant Pot,2023-09-22,Pending,"New Ryanview, MO",32,156.01,Home Appliances
1266,Samsung Galaxy S21,2023-09-23,Delivered,"East Jamesbury, AR",40,53.98,Electronics
1267,Sofa Set,2023-09-24,Delivered,"North Brittanybury, OK",13,456.3,Furniture
1268,Samsung Galaxy S21,2023-09-25,Cancelled,"Kemphaven, NY",84,12.96,Electronics
1269,Men's T-shirt,2023-09-26,Shipped,"Michellemouth, WY",35,247.09,Clothing & Accessories
1270,MacBook Pro,2023-09-27,Shipped,"Anthonyburgh, VA",5,70.39,Electronics
1271,Xbox Series X,2023-09-28,Delivered,"Mcgeefurt, DE",73,160.76,Electronics
1272,Instant Pot,2023-09-29,Pending,"North Brettview, AL",29,463.77,Home Appliances
1273,Fiction Book,2023-09-30,Pending,"New Jacobport, KS",70,89.23,Books
1274,Kindle Paperwhite,2023-10-01,Delivered,"South Janet, PR",25,483.26,Electronics
1275,Bose Headphones,2023-10-02,Delivered,"Angelamouth, ID",95,110.84,Electronics
1276,iPhone 13,2023-10-03,Shipped,"West Crystal, MT",22,373.37,Electronics
1277,Keurig Coffee Maker,2023-10-04,Pending,"South Jamesville, ND",66,277.87,Home Appliances
1278,Xbox Series X,2023-10-05,Delivered,"North Jennifer, MI",45,443.39,Electronics
1279,Bose Headphones,2023-10-06,Delivered,"Port Zacharyside, UT",69,281.46,Electronics
1280,Fiction Book,2023-10-07,Cancelled,"New Reginald, HI",91,271.93,Books
1281,Dell XPS 13,2023-10-08,Delivered,"Robertstad, DE",89,105.77,Electronics
1282,Fiction Book,2023-10-09,Delivered,"North Virginiaberg, HI",72,91.45,Books
1283,Car Floor Mats,2023-10-10,Pending,"Richardside, ME",1,459.08,Automotive
1284,Samsung Galaxy S21,2023-10-11,Shipped,"Shannonhaven, IA",84,170.64,Electronics
1285,Dell XPS 13,2023-10-12,Pending,"Matthewsport, AZ",44,192.32,Electronics
1286,iPhone 13,2023-10-13,Shipped,"Hawkinsbury, HI",87,382.31,Electronics
1287,Nintendo Switch,2023-10-14,Cancelled,"Juliefort, ME",96,176.02,Electronics
1288,Skincare Cream,2023-10-15,Delivered,"Melvinmouth, AK",75,476.51,Health & Beauty
1289,Fresh Fruits,2023-10-16,Cancelled,"East Lauraville, GU",39,371.58,Groceries
1290,Kindle Paperwhite,2023-10-17,Shipped,"South Rebeccaborough, RI",54,302.74,Electronics
1291,Sofa Set,2023-10-18,Pending,"Susanview, DC",88,441.64,Furniture
1292,Instant Pot,2023-10-19,Pending,"Williamtown, IN",75,34.31,Home Appliances
1293,Fiction Book,2023-10-20,Cancelled,"Jesusborough, OH",29,135.96,Books
1294,Men's T-shirt,2023-10-21,Shipped,"Port Melissa, PR",54,237.87,Clothing & Accessories
1295,Nintendo Switch,2023-10-22,Cancelled,"Port Suzanne, MN",90,121.22,Electronics
1296,Keurig Coffee Maker,2023-10-23,Cancelled,"Annetteton, MN",16,374.51,Home Appliances
1297,Sofa Set,2023-10-24,Delivered,"Scotttown, OK",99,460.41,Furniture
1298,Fiction Book,2023-10-25,Cancelled,"Port James, AZ",20,217.65,Books
1299,Board Game,2023-10-26,Delivered,"Port Julia, MD",46,177.64,Toys & Games
1300,Men's T-shirt,2023-10-27,Delivered,"Jasonland, WA",67,481.16,Clothing & Accessories
1301,Dell XPS 13,2023-10-28,Pending,"Port Amyfurt, TN",65,227.98,Electronics
1302,Samsung Galaxy S21,2023-10-29,Delivered,"North Christopherville, MP",58,249.63,Electronics
1303,Fresh Fruits,2023-10-30,Delivered,"Sanchezside, NC",53,182.31,Groceries
1304,Nikon D3500,2023-10-31,Pending,"Lake Lorichester, AL",1,455.68,Electronics
1305,Car Floor Mats,2023-11-01,Cancelled,"Prestontown, WA",81,288.79,Automotive
1306,iPhone 13,2023-11-02,Shipped,"New Aaron, GA",66,383.47,Electronics
1307,Roomba Robot Vacuum,2023-11-03,Shipped,"West Pamela, OH",29,407.79,Home Appliances
1308,Nikon D3500,2023-11-04,Shipped,"Downsside, RI",84,177.51,Electronics
1309,Dell XPS 13,2023-11-05,Cancelled,"Ericaside, AS",70,222.51,Electronics
1310,Amazon Echo,2023-11-06,Delivered,"Lake Peterton, UT",8,425.75,Electronics
1311,Roomba Robot Vacuum,2023-11-07,Shipped,"Esparzaport, NE",29,188.0,Home Appliances
1312,Bose Headphones,2023-11-08,Cancelled,"Port Michellefort, NY",51,399.03,Electronics
1313,Dell XPS 13,2023-11-09,Delivered,"Johnberg, WA",33,471.09,Electronics
1314,Nintendo Switch,2023-11-10,Pending,"Mariachester, NC",3,315.37,Electronics
1315,iPhone 13,2023-11-11,Shipped,"Clarkchester, LA",60,373.4,Electronics
1316,Kindle Paperwhite,2023-11-12,Delivered,"Jonesville, IL",35,404.5,Electronics
1317,Dell XPS 13,2023-11-13,Shipped,"East Christina, IL",69,424.07,Electronics
1318,Bose Headphones,2023-11-14,Shipped,"Lake Adrianview, AL",91,203.58,Electronics
1319,Nikon D3500,2023-11-15,Shipped,"Bowenmouth, VI",76,35.12,Electronics
1320,Dyson Vacuum,2023-11-16,Delivered,"South Jacobton, VT",84,206.92,Home Appliances
1321,Kindle Paperwhite,2023-11-17,Cancelled,"East Laurenland, SC",20,340.14,Electronics
1322,Xbox Series X,2023-11-18,Delivered,"South Jennifer, GA",73,230.67,Electronics
1323,Keurig Coffee Maker,2023-11-19,Shipped,"Cowanside, DC",39,376.99,Home Appliances
1324,Xbox Series X,2023-11-20,Delivered,"West Henry, TX",4,184.92,Electronics
1325,Roomba Robot Vacuum,2023-11-21,Pending,"North Michaelbury, NE",19,321.02,Home Appliances
1326,Kindle Paperwhite,2023-11-22,Cancelled,"Gatesmouth, NE",91,101.35,Electronics
1327,Apple Watch,2023-11-23,Delivered,"Grantshire, FL",45,377.19,Electronics
1328,Fiction Book,2023-11-24,Pending,"Port Karinafurt, NE",43,277.39,Books
1329,Men's T-shirt,2023-11-25,Cancelled,"Lindseyport, NH",13,109.99,Clothing & Accessories
1330,Apple Watch,2023-11-26,Pending,"Andersonchester, MP",13,153.04,Electronics
1331,MacBook Pro,2023-11-27,Cancelled,"East Calvin, PA",60,376.82,Electronics
1332,Oculus Quest 2,2023-11-28,Delivered,"Harrisonview, WV",57,246.47,Electronics
1333,Fiction Book,2023-11-29,Pending,"New Christian, PA",86,115.86,Books
1334,Sofa Set,2023-11-30,Shipped,"Onealchester, WA",92,483.96,Furniture
1335,Fresh Fruits,2023-12-01,Pending,"Adamsport, ID",52,360.41,Groceries
1336,Car Floor Mats,2023-12-02,Cancelled,"Dyermouth, OK",53,479.0,Automotive
1337,Instant Pot,2023-12-03,Delivered,"Lewisburgh, KY",86,219.28,Home Appliances
1338,Instant Pot,2023-12-04,Cancelled,"Nicolemouth, DE",43,242.8,Home Appliances
1339,Dell XPS 13,2023-12-05,Pending,"Esparzaville, VA",83,450.0,Electronics
1340,Fiction Book,2023-12-06,Pending,"West Christopherberg, MH",72,267.27,Books
1341,Bose Headphones,2023-12-07,Shipped,"East Lucas, HI",72,356.57,Electronics
1342,Fiction Book,2023-12-08,Delivered,"Mariaview, ID",42,133.56,Books
1343,Skincare Cream,2023-12-09,Delivered,"East Vickiebury, PA",90,228.9,Health & Beauty
1344,Nintendo Switch,2023-12-10,Pending,"West Victor, WI",26,70.49,Electronics
1345,Board Game,2023-12-11,Delivered,"Briannashire, PW",23,110.93,Toys & Games
1346,Car Floor Mats,2023-12-12,Shipped,"Port Daniel, DC",43,10.46,Automotive
1347,Roomba Robot Vacuum,2023-12-13,Cancelled,"South Aliciachester, SC",77,29.24,Home Appliances
1348,Fitbit Charge,2023-12-14,Delivered,"Waltershire, TN",28,488.87,Electronics
1349,Fresh Fruits,2023-12-15,Pending,"Feliciaton, OH",9,128.75,Groceries
1350,Bose Headphones,2023-12-16,Cancelled,"Smithtown, IL",20,335.02,Electronics
1351,Kindle Paperwhite,2023-12-17,Cancelled,"Matthewbury, FL",56,421.16,Electronics
1352,Apple Watch,2023-12-18,Shipped,"Port James, WV",83,279.82,Electronics
1353,Oculus Quest 2,2023-12-19,Pending,"Joneschester, IA",39,85.04,Electronics
1354,Nikon D3500,2023-12-20,Delivered,"South Jaime, NY",51,366.78,Electronics
1355,Google Nest,2023-12-21,Pending,"Hollyfurt, MN",12,304.12,Electronics
1356,Amazon Echo,2023-12-22,Cancelled,"New Samuel, WY",79,368.31,Electronics
1357,Roomba Robot Vacuum,2023-12-23,Pending,"New John, VT",95,387.18,Home Appliances
1358,Sofa Set,2023-12-24,Delivered,"East Joseside, MS",55,487.95,Furniture
1359,Running Shoes,2023-12-25,Delivered,"Port Nathan, SD",78,291.05,Sports & Outdoors
1360,Instant Pot,2023-12-26,Shipped,"Taylormouth, MS",11,177.4,Home Appliances
1361,Oculus Quest 2,2023-12-27,Delivered,"Hallside, UT",26,327.75,Electronics
1362,Instant Pot,2023-12-28,Delivered,"Port Beverly, AL",42,43.54,Home Appliances
1363,iPhone 13,2023-12-29,Pending,"Matthewshaven, ME",27,449.72,Electronics
1364,Fresh Fruits,2023-12-30,Pending,"Lorrainefurt, ND",11,68.5,Groceries
1365,Dyson Vacuum,2023-12-31,Cancelled,"Burnshaven, TX",38,170.64,Home Appliances
1366,Sony PlayStation 5,2024-01-01,Shipped,"North Erinberg, NV",98,409.72,Electronics
1367,Fitbit Charge,2024-01-02,Pending,"North Stephanie, CO",43,302.68,Electronics
1368,Keurig Coffee Maker,2024-01-03,Delivered,"Danielsburgh, RI",19,202.88,Home Appliances
1369,Samsung Galaxy S21,2024-01-04,Cancelled,"Lake Barryside, OK",64,241.98,Electronics
1370,Google Nest,2024-01-05,Pending,"West Melissa, CA",6,428.73,Electronics
1371,Fitbit Charge,2024-01-06,Shipped,"East Matthewberg, OK",46,176.6,Electronics
1372,Apple Watch,2024-01-07,Shipped,"North Brandonshire, MH",42,436.13,Electronics
1373,MacBook Pro,2024-01-08,Cancelled,"North Darlene, MS",92,53.19,Electronics
1374,Skincare Cream,2024-01-09,Cancelled,"Reginaldchester, ID",65,390.63,Health & Beauty
1375,iPhone 13,2024-01-10,Cancelled,"New Amanda, DC",99,425.3,Electronics
1376,Fitbit Charge,2024-01-11,Cancelled,"Harveyberg, ID",72,99.09,Electronics
1377,Keurig Coffee Maker,2024-01-12,Cancelled,"New Tyler, MS",59,220.87,Home Appliances
1378,Apple Watch,2024-01-13,Delivered,"Leeport, NY",52,91.09,Electronics
1379,Keurig Coffee Maker,2024-01-14,Delivered,"West Isaac, RI",47,356.24,Home Appliances
1380,Running Shoes,2024-01-15,Pending,"Elijahtown, NC",7,272.32,Sports & Outdoors
1381,Kindle Paperwhite,2024-01-16,Shipped,"Smithfort, MS",11,321.31,Electronics
1382,Apple Watch,2024-01-17,Delivered,"East Brandy, NM",61,106.28,Electronics
1383,Xbox Series X,2024-01-18,Delivered,"New Lisa, NJ",68,113.76,Electronics
1384,Nintendo Switch,2024-01-19,Delivered,"South Joseph, DE",25,30.33,Electronics
1385,Dell XPS 13,2024-01-20,Pending,"South Darrenport, VA",12,167.81,Electronics
1386,Fiction Book,2024-01-21,Cancelled,"Scottside, NY",26,284.27,Books
1387,Nikon D3500,2024-01-22,Pending,"New Elizabeth, RI",12,430.39,Electronics
1388,Board Game,2024-01-23,Shipped,"West Amanda, TX",43,336.79,Toys & Games
1389,Dyson Vacuum,2024-01-24,Shipped,"Keithbury, IL",51,223.34,Home Appliances
1390,MacBook Pro,2024-01-25,Shipped,"Sabrinastad, LA",37,477.03,Electronics
1391,Kindle Paperwhite,2024-01-26,Shipped,"New Janiceburgh, CA",46,362.43,Electronics
1392,Xbox Series X,2024-01-27,Delivered,"South Rickyhaven, OR",53,465.78,Electronics
1393,iPhone 13,2024-01-28,Delivered,"Lake Amyborough, NV",88,268.52,Electronics
1394,Running Shoes,2024-01-29,Pending,"South Brianbury, MD",80,136.86,Sports & Outdoors
1395,Board Game,2024-01-30,Cancelled,"Sharonburgh, MH",13,35.89,Toys & Games
1396,Fiction Book,2024-01-31,Shipped,"Spencemouth, AZ",89,365.78,Books
1397,Dyson Vacuum,2024-02-01,Pending,"New Wesleyburgh, NV",54,69.44,Home Appliances
1398,Google Nest,2024-02-02,Delivered,"Davismouth, IL",57,158.36,Electronics
1399,Nintendo Switch,2024-02-03,Delivered,"Timothyside, OK",4,270.91,Electronics
1400,Dyson Vacuum,2024-02-04,Cancelled,"Hardinside, AR",75,286.56,Home Appliances
1401,Kindle Paperwhite,2024-02-05,Cancelled,"East Veronicastad, VT",96,304.29,Electronics
1402,Roomba Robot Vacuum,2024-02-06,Cancelled,"West Jaychester, DC",49,91.47,Home Appliances
1403,Bose Headphones,2024-02-07,Pending,"Port Ashleeport, NC",7,196.07,Electronics
1404,Xbox Series X,2024-02-08,Delivered,"South Raymondberg, MS",11,312.43,Electronics
1405,Fitbit Charge,2024-02-09,Delivered,"Harristown, PW",92,485.21,Electronics
1406,Fresh Fruits,2024-02-10,Cancelled,"Grayfort, OH",54,366.54,Groceries
1407,Amazon Echo,2024-02-11,Shipped,"Benderfort, DC",87,462.08,Electronics
1408,Roomba Robot Vacuum,2024-02-12,Cancelled,"South Brianchester, GA",45,383.48,Home Appliances
1409,Car Floor Mats,2024-02-13,Pending,"Warrenville, PW",23,299.94,Automotive
1410,Car Floor Mats,2024-02-14,Cancelled,"Brianview, SC",28,104.09,Automotive
1411,iPhone 13,2024-02-15,Cancelled,"Grantton, AL",57,336.68,Electronics
1412,Men's T-shirt,2024-02-16,Pending,"North Charles, FL",26,315.46,Clothing & Accessories
1413,Sony PlayStation 5,2024-02-17,Cancelled,"Jonesville, AS",25,305.21,Electronics
1414,Bose Headphones,2024-02-18,Delivered,"Lake Anneburgh, RI",54,250.0,Electronics
1415,Apple Watch,2024-02-19,Shipped,"Wilsonborough, VI",29,269.04,Electronics
1416,Board Game,2024-02-20,Cancelled,"Lopezville, VT",83,173.88,Toys & Games
1417,Fiction Book,2024-02-21,Pending,"Frederickfurt, IL",97,264.46,Books
1418,Sofa Set,2024-02-22,Shipped,"Cannontown, PW",36,106.8,Furniture
1419,Samsung Galaxy S21,2024-02-23,Pending,"Brownfurt, IL",14,404.54,Electronics
1420,Skincare Cream,2024-02-24,Shipped,"West Kenneth, TN",78,101.03,Health & Beauty
1421,Fitbit Charge,2024-02-25,Shipped,"South David, PA",35,51.63,Electronics
1422,Fiction Book,2024-02-26,Cancelled,"Danielview, WV",30,223.76,Books
1423,Car Floor Mats,2024-02-27,Delivered,"Collinsfort, NC",92,332.57,Automotive
1424,Xbox Series X,2024-02-28,Cancelled,"South Charles, ND",17,224.48,Electronics
1425,Skincare Cream,2024-02-29,Pending,"Lake Katrina, UT",67,145.61,Health & Beauty
1426,Google Nest,2024-03-01,Pending,"Davisside, MS",80,283.5,Electronics
1427,Dell XPS 13,2024-03-02,Shipped,"East Lindsay, VT",30,180.03,Electronics
1428,Apple Watch,2024-03-03,Shipped,"Jimport, WY",93,467.11,Electronics
1429,Car Floor Mats,2024-03-04,Delivered,"Heiditon, VA",45,462.1,Automotive
1430,Fitbit Charge,2024-03-05,Cancelled,"Jonesstad, FM",79,256.16,Electronics
1431,Sony PlayStation 5,2024-03-06,Pending,"Campbellfurt, CT",89,170.66,Electronics
1432,Instant Pot,2024-03-07,Shipped,"New Kimberly, AR",51,371.19,Home Appliances
1433,Car Floor Mats,2024-03-08,Delivered,"Port Vincent, AS",47,27.99,Automotive
1434,Apple Watch,2024-03-09,Pending,"Richardmouth, WY",53,242.64,Electronics
1435,Samsung Galaxy S21,2024-03-10,Shipped,"Jonesside, MA",64,174.8,Electronics
1436,Men's T-shirt,2024-03-11,Pending,"Melissatown, CT",38,461.06,Clothing & Accessories
1437,Fitbit Charge,2024-03-12,Delivered,"Lake Chloe, NE",64,15.88,Electronics
1438,Skincare Cream,2024-03-13,Delivered,"Lancetown, OR",87,280.88,Health & Beauty
1439,Fresh Fruits,2024-03-14,Pending,"Deannaview, OK",89,372.93,Groceries
1440,Nikon D3500,2024-03-15,Cancelled,"Monicabury, LA",7,247.66,Electronics
1441,Dell XPS 13,2024-03-16,Pending,"Brownport, MH",22,51.85,Electronics
1442,Men's T-shirt,2024-03-17,Shipped,"Michellebury, WA",81,486.51,Clothing & Accessories
1443,Amazon Echo,2024-03-18,Cancelled,"Burkeberg, UT",82,263.83,Electronics
1444,Fitbit Charge,2024-03-19,Shipped,"Kimhaven, VT",41,310.95,Electronics
1445,Men's T-shirt,2024-03-20,Pending,"North Ana, NC",74,125.94,Clothing & Accessories
1446,Board Game,2024-03-21,Cancelled,"Russellburgh, VI",10,246.91,Toys & Games
1447,Dell XPS 13,2024-03-22,Shipped,"Wesleyland, GA",57,220.28,Electronics
1448,Car Floor Mats,2024-03-23,Pending,"Wongland, MS",7,46.7,Automotive
1449,Instant Pot,2024-03-24,Pending,"Angelaview, FL",50,62.02,Home Appliances
1450,iPhone 13,2024-03-25,Cancelled,"West Veronica, WI",91,420.36,Electronics
1451,Running Shoes,2024-03-26,Pending,"West Georgeland, WV",52,127.51,Sports & Outdoors
1452,MacBook Pro,2024-03-27,Delivered,"Thompsonside, ID",33,105.53,Electronics
1453,Dyson Vacuum,2024-03-28,Shipped,"Brianfurt, IA",1,257.41,Home Appliances
1454,Xbox Series X,2024-03-29,Shipped,"Meyershaven, TX",53,386.69,Electronics
1455,Apple Watch,2024-03-30,Pending,"Kellyside, SC",60,40.35,Electronics
1456,Fresh Fruits,2024-03-31,Pending,"East Michaelbury, AK",34,292.64,Groceries
1457,iPhone 13,2024-04-01,Delivered,"Johnfort, MI",4,68.41,Electronics
1458,Xbox Series X,2024-04-02,Cancelled,"East Michellehaven, MS",17,27.87,Electronics
1459,Xbox Series X,2024-04-03,Pending,"Leebury, NM",4,35.84,Electronics
1460,Sofa Set,2024-04-04,Pending,"Port Stephen, MN",43,418.74,Furniture
1461,Keurig Coffee Maker,2024-04-05,Pending,"Arielland, HI",90,67.81,Home Appliances
1462,Sony PlayStation 5,2024-04-06,Pending,"South Robert, MS",4,32.12,Electronics
1463,Roomba Robot Vacuum,2024-04-07,Shipped,"Toddtown, LA",1,224.57,Home Appliances
1464,Kindle Paperwhite,2024-04-08,Pending,"East Noah, AS",71,423.56,Electronics
1465,Car Floor Mats,2024-04-09,Shipped,"South Stephenmouth, DC",94,138.58,Automotive
1466,Sofa Set,2024-04-10,Pending,"South Angelaville, MP",50,216.64,Furniture
1467,Apple Watch,2024-04-11,Cancelled,"North Cynthiahaven, FM",73,29.56,Electronics
1468,Amazon Echo,2024-04-12,Delivered,"Singletonborough, WI",61,230.05,Electronics
1469,MacBook Pro,2024-04-13,Cancelled,"Port Amberberg, PW",35,293.03,Electronics
1470,Nikon D3500,2024-04-14,Pending,"Mandyville, ND",8,289.74,Electronics
1471,Instant Pot,2024-04-15,Pending,"Heatherton, MO",24,172.89,Home Appliances
1472,Oculus Quest 2,2024-04-16,Pending,"Port Jacob, VT",83,164.61,Electronics
1473,Nintendo Switch,2024-04-17,Cancelled,"Gonzalestown, GU",36,62.25,Electronics
1474,MacBook Pro,2024-04-18,Pending,"North Ianhaven, WV",50,189.73,Electronics
1475,Dell XPS 13,2024-04-19,Cancelled,"East Jacquelinefort, ID",43,58.75,Electronics
1476,Sony PlayStation 5,2024-04-20,Shipped,"Lake Kevinton, ME",27,385.63,Electronics
1477,iPhone 13,2024-04-21,Delivered,"Lake Anna, MH",32,483.47,Electronics
1478,Dell XPS 13,2024-04-22,Delivered,"Dunnport, PR",78,485.34,Electronics
1479,GoPro Hero 9,2024-04-23,Cancelled,"East Laura, TX",18,433.88,Electronics
1480,Car Floor Mats,2024-04-24,Shipped,"South Ryan, PW",28,304.39,Automotive
1481,Fiction Book,2024-04-25,Cancelled,"South Debra, MH",29,353.42,Books
1482,Board Game,2024-04-26,Shipped,"East Tiffanymouth, WV",16,149.75,Toys & Games
1483,Kindle Paperwhite,2024-04-27,Pending,"New Lauriebury, WV",99,319.08,Electronics
1484,Running Shoes,2024-04-28,Shipped,"West Richard, MS",47,233.27,Sports & Outdoors
1485,Fresh Fruits,2024-04-29,Shipped,"Noahmouth, GU",59,246.19,Groceries
1486,Sofa Set,2024-04-30,Shipped,"Kathleenburgh, WY",31,381.31,Furniture
1487,Skincare Cream,2024-05-01,Delivered,"Kimbury, LA",4,148.14,Health & Beauty
1488,Oculus Quest 2,2024-05-02,Shipped,"New Wanda, CA",37,165.84,Electronics
1489,Board Game,2024-05-03,Pending,"Crawfordmouth, MD",17,463.07,Toys & Games
1490,Fresh Fruits,2024-05-04,Pending,"New Annashire, SD",39,37.55,Groceries
1491,Nikon D3500,2024-05-05,Pending,"Port Alicia, MT",48,247.96,Electronics
1492,Running Shoes,2024-05-06,Shipped,"North Haley, MT",46,457.27,Sports & Outdoors
1493,Dyson Vacuum,2024-05-07,Cancelled,"Cruzport, MP",90,309.08,Home Appliances
1494,Running Shoes,2024-05-08,Cancelled,"West Matthewville, TX",48,277.74,Sports & Outdoors
1495,Sony PlayStation 5,2024-05-09,Pending,"North Eric, MA",39,132.37,Electronics
1496,Dell XPS 13,2024-05-10,Delivered,"Davidland, AL",4,178.2,Electronics
1497,Dyson Vacuum,2024-05-11,Cancelled,"South Melissa, OR",30,427.5,Home Appliances
1498,Kindle Paperwhite,2024-05-12,Shipped,"West Jamie, OR",30,284.02,Electronics
1499,Roomba Robot Vacuum,2024-05-13,Cancelled,"Port Christy, GU",22,262.22,Home Appliances
1500,Kindle Paperwhite,2024-05-14,Pending,"West Stephanie, MA",75,58.79,Electronics
